dialog.file<-key;dialog.actor->actor.id;dialog.who->character.id;dialog.from->character.id;dialog.to->character.id;dialog.text
DIA_ADDON_MYXIR_TEACHNOMORE_12_00.WAV;12;Myxir;Myxir;Bezimienny;Nie mogę ci na razie pokazać niczego więcej. Opanowałeś język budowniczych.
DIA_ADDON_MYXIR_TEACH_LANGUAGE_X_12_00.WAV;12;Myxir;Myxir;Bezimienny;Idź i sprawdź swoją nową wiedzę. Przekonasz się, że pisma budowniczych nie stanowią już dla ciebie zagadki.
DIA_ADDON_RIORDIAN_TEACH_15_00.WAV;15;Riordian;Bezimienny;Riordian;Pokaż mi, jak wyszkolić mojego ognika.
DIA_ADDON_RIORDIAN_TEACH_WISPSKILL_X_10_00.WAV;10;Riordian;Riordian;Bezimienny;Teraz twój ognik będzie w stanie znaleźć więcej rzeczy, które mogą ci się przydać.
DIA_ADDON_RIORDIAN_TEACH1_10_00.WAV;10;Riordian;Riordian;Bezimienny;Twój ognik będzie szukał wszystkich pożytecznych obiektów. Nie mogę cię nauczyć niczego więcej.
DIA_ADDON_RIORDIAN_TEACH2_10_00.WAV;10;Riordian;Riordian;Bezimienny;Czego ma szukać twój ognik?
DIA_BARTOK_ANGEKOMMEN_04_02.WAV;4;Bartok;Bartok;Bezimienny;Ork zaraz za miastem - jasna cholera...
HACKEBEIL_01_00.WAV;1;null;null;Bezimienny;Kilof...
DIA_VINODEMENTOR_19_00.WAV;19;Vinodementor;Vinodementor;Bezimienny;Przyszedłeś tu, by przeszkodzić nam w rytuale? Jego dusza należy do nas! Już mu nie pomożesz, magu!
DIA_AMBIENTDEMENTOR_19_01.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Spróbujesz przeszkodzić mi w moim zadaniu? Nie masz szans, śmiertelniku!
DIA_AMBIENTDEMENTOR_19_02.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Jeszcze nikomu nie udało się przejść przez moją kryptę. Zawróć! Ty też nigdy nie dotrzesz do świętego Dworu Irdorath.
DIA_AMBIENTDEMENTOR_19_03.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;I tak dotarłeś zbyt daleko, nędzny robaku. Nigdy nie zstąpisz do świętego sanktuarium.
DIA_AMBIENTDEMENTOR_19_04.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Stój! Ani kroku dalej!
DIA_AMBIENTDEMENTOR_19_05.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Daleko zaszedłeś, ale to już koniec twojej drogi.
DIA_AMBIENTDEMENTOR_19_06.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Jeśli chcesz zmierzyć się z moim Panem, musisz najpierw mnie pokonać!
DIA_AMBIENTDEMENTOR_19_07.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Nędzna namiastko maga, nigdy nie sprostasz boskiej mocy mego Pana i Mistrza!
DIA_AMBIENTDEMENTOR_19_08.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;A więc wybrałeś ścieżkę magii, by nas pokonać? Sprytny ruch, ale nawet to cię teraz nie uratuje.
DIA_AMBIENTDEMENTOR_19_09.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Nawet jako mag nie zdołasz nas zniszczyć.
DIA_AMBIENTDEMENTOR_19_10.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Mój Pan pozbawi cię życia. Twoje kuglarskie sztuczki w niczym ci nie pomogą.
DIA_AMBIENTDEMENTOR_19_11.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Poddaj się, póki jeszcze możesz. Stąd nie ma ucieczki.
DIA_AMBIENTDEMENTOR_19_12.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Teraz poznasz prawdziwą moc mego Pana. Nic cię już nie uratuje!
DIA_AMBIENTDEMENTOR_19_13.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Mój Pan domaga się twojej głowy. Nie ma już dla ciebie ratunku.
DIA_AMBIENTDEMENTOR_19_14.WAV;19;Ambientdementor;Ambientdementor;Bezimienny;Wpadłeś w nasze sidła. Pożegnaj się z życiem.
DIA_PAL_SCHIFFSWACHE_AMBIENT_04_00.WAV;4;Pal;Pal;Bezimienny;Obserwujemy cię, więc lepiej o tym pamiętaj.
DIA_PAL_SCHIFFSWACHE_AMBIENT_09_01.WAV;9;Pal;Pal;Bezimienny;Nie wplącz się w jakieś kłopoty, będąc tutaj.
DIA_PAL_SCHIFFSWACHE_AMBIENT_12_02.WAV;12;Pal;Pal;Bezimienny;Nawet nie myśl o kradzieży, jasne?
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_04_00.WAV;4;Pal;Pal;Bezimienny;Przeklęci orkowie najechali zamek Garonda. Natychmiast musimy coś zrobić!
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_09_01.WAV;9;Pal;Pal;Bezimienny;Jeśli kiedyś dorwiemy drania, który otworzył główną bramę, nie będziemy z nim długo rozmawiać. Zapłaci za swą zdradę.
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_12_02.WAV;12;Pal;Pal;Bezimienny;Nie możemy dłużej czekać. Bez pomocy nasi chłopcy ugną się pod naciskiem kolejnej fali orkowych wojsk.
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_04_03.WAV;4;Pal;Pal;Bezimienny;Garond zwołał pospolite ruszenie. Wkrótce wyruszamy do Górniczej Doliny.
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_09_04.WAV;9;Pal;Pal;Bezimienny;Czas dać orkom ostateczną nauczkę.
DIA_PAL_SCHIFFSWACHE_AMBIENTKAP5_12_05.WAV;12;Pal;Pal;Bezimienny;Nie mogę się doczekać, by pokazać orkom, co o nich myślę. Wkrótce zaczynamy.
DIA_HEROLD_ANNOUNCE_04_00.WAV;4;Herold;Bezimienny;Bezimienny;Słuchajcie, słuchajcie, mieszkańcy Khorinis! Na rozkaz wielmożnego Lorda Hagena, ogłasza się, co następuje!
DIA_HEROLD_ANNOUNCE_04_01.WAV;4;Herold;Bezimienny;Bezimienny;W związku z zaistniałą sytuacją, dla własnego bezpieczeństwa obywatele powinni unikać lasów i bezdroży dookoła miasta.
DIA_HEROLD_ANNOUNCE_04_02.WAV;4;Herold;Bezimienny;Bezimienny;Co więcej, zabrania się wszelkich kontaktów ze zbuntowanymi wieśniakami.
DIA_HEROLD_ANNOUNCE_04_03.WAV;4;Herold;Bezimienny;Bezimienny;Od chwili obecnej, Lord Andre przejmuje wyłączne dowództwo nad naszą strażą.
DIA_HEROLD_ANNOUNCE_04_04.WAV;4;Herold;Bezimienny;Bezimienny;Wszyscy mieszkańcy, którzy posiadają jakiekolwiek przeszkolenie w zakresie walki, niech wstępują w szeregi straży.
DIA_HEROLD_ANNOUNCE_04_05.WAV;4;Herold;Bezimienny;Bezimienny;Wszelkie środki bezpieczeństwa dotyczące górnego miasta zostaną jeszcze bardziej zaostrzone.
DIA_HEROLD_ANNOUNCE_04_06.WAV;4;Herold;Bezimienny;Bezimienny;Strażnicy, strzegący bram, nie będą przepuszczać nikogo, kto nie posiada zezwolenia na wejście do miasta.
DIA_HEROLD_ANNOUNCE_04_07.WAV;4;Herold;Bezimienny;Bezimienny;We wszystkich miastach i regionach królestwa zostaje wprowadzony stan wojenny.
DIA_HEROLD_ANNOUNCE_04_08.WAV;4;Herold;Bezimienny;Bezimienny;Sędziowie cywilni zostają pozbawieni swych praw, a ich obowiązki przejmują królewscy paladyni.
DIA_HEROLD_ANNOUNCE_04_09.WAV;4;Herold;Bezimienny;Bezimienny;Każdy, kto popełni przestępstwo lub sprzeciwi się królewskiej straży, podlega surowej karze. Egzekucją tego prawa zajmie się wielmożny Lord Andre.
DIA_HEROLD_ANNOUNCE_04_10.WAV;4;Herold;Bezimienny;Bezimienny;Każdy mieszkaniec Khorinis, który popełnił jakiekolwiek wykroczenie, ma obowiązek zgłosić się natychmiast do Lorda Andre.
DIA_HEROLD_ANNOUNCE_04_11.WAV;4;Herold;Bezimienny;Bezimienny;W związku z atakiem zagrażającym naszemu miastu, każdy jego mieszkaniec ma obowiązek przygotować się do walki tak, jak pozwala mu na to jego stan majątkowy.
DIA_HEROLD_ANNOUNCE_04_12.WAV;4;Herold;Bezimienny;Bezimienny;Dotyczy to zaopatrzenia się w odpowiednią zbroję i oręż, a także natychmiastowego rozpoczęcia treningu bojowego.
DIA_HEROLD_ANNOUNCE_04_13.WAV;4;Herold;Bezimienny;Bezimienny;Najemnik Bennet, który podstępnie zamordował paladyna Lothara, został osądzony w imię Innosa.
DIA_HEROLD_ANNOUNCE_04_14.WAV;4;Herold;Bezimienny;Bezimienny;Wyrok: śmierć przez powieszenie. Egzekucja odbędzie się za parę dni, a jej dokładny termin zostanie wkrótce ogłoszony.
DIA_HEROLD_ANNOUNCE_04_15.WAV;4;Herold;Bezimienny;Bezimienny;Kowal Bennet został oczyszczony z wszelkich zarzutów przez jednego z doradców Lorda Hagena.
DIA_HEROLD_ANNOUNCE_04_16.WAV;4;Herold;Bezimienny;Bezimienny;Pogłoski o pojawieniu się smoków w Górniczej Dolinie są nieprawdziwe.
DIA_HEROLD_ANNOUNCE_04_17.WAV;4;Herold;Bezimienny;Bezimienny;Plotki te rozsiewane są przez wroga, który w ten sposób pragnie zasiać strach i trwogę w sercach dzielnego ludu Myrtany.
DIA_HEROLD_ANNOUNCE_04_18.WAV;4;Herold;Bezimienny;Bezimienny;Aby oficjalnie zweryfikować i zdementować owe pogłoski, oddział dzielnych paladynów wraz z przewodnikiem został wysłany do Górniczej Doliny.
DIA_HEROLD_ANNOUNCE_04_19.WAV;4;Herold;Bezimienny;Bezimienny;Smoki nękające krainę zostały zgładzone przez dzielne wojsko pod wodzą Lorda Hagena.
DIA_HEROLD_ANNOUNCE_04_20.WAV;4;Herold;Bezimienny;Bezimienny;Wkrótce Król Rhobar uwolni naród od plagi orków, a w królestwie znów zapanuje dobrobyt.
DIA_HEROLD_ANNOUNCE_04_21.WAV;4;Herold;Bezimienny;Bezimienny;Lord Andre zostaje mianowany głównodowodzącym miasta Khorinis.
DIA_HEROLD_ANNOUNCE_04_22.WAV;4;Herold;Bezimienny;Bezimienny;Lord Hagen oznajmił, że osobiście uda się do Górniczej Doliny, aby kontrolować załadunek magicznej rudy na swój statek.
DIA_VATRAS_PREACH_05_00.WAV;5;Vatras;Bezimienny;Bezimienny;Ale Beliar nie znosił widoku światła i niszczył wszystko, co Innos tworzył.
DIA_VATRAS_PREACH_05_01.WAV;5;Vatras;Bezimienny;Bezimienny;Ujrzał tedy Adanos, że w ten sposób nic nie może istnieć na świecie - ani jasność, ani mrok.
DIA_VATRAS_PREACH_05_02.WAV;5;Vatras;Bezimienny;Bezimienny;Stanął więc między swymi braćmi i próbował pojednać ich ze sobą, jednakże bez skutku.
DIA_VATRAS_PREACH_05_03.WAV;5;Vatras;Bezimienny;Bezimienny;Ale tam, gdzie stanął Adanos, ani Innos, ani Beliar nie mieli żadnej władzy.
DIA_VATRAS_PREACH_05_04.WAV;5;Vatras;Bezimienny;Bezimienny;W miejscu tym Ład i Chaos współistniały w harmonii. Tak oto powstało morze.
DIA_VATRAS_PREACH_05_05.WAV;5;Vatras;Bezimienny;Bezimienny;A z morza wyłonił się ląd. A na lądzie powstało wszystko, co żywe: rośliny i zwierzęta, wilki i owce. A na samym końcu powstali ludzie.
DIA_VATRAS_PREACH_05_06.WAV;5;Vatras;Bezimienny;Bezimienny;Adanos cieszył się ze wszystkiego, co wówczas powstało, a swą miłością darzył jednakowo wszystkie rzeczy.
DIA_VATRAS_PREACH_05_07.WAV;5;Vatras;Bezimienny;Bezimienny;Ale gniew Beliara był tak wielki, że przemierzył on całą Ziemię, by znaleźć bestię. A gdy do niej przemówił, stała się ona jego sługą.
DIA_VATRAS_PREACH_05_08.WAV;5;Vatras;Bezimienny;Bezimienny;Beliar tchnął w nią część swej boskiej mocy, by mogła zniszczyć całą Ziemię.
DIA_VATRAS_PREACH_05_09.WAV;5;Vatras;Bezimienny;Bezimienny;Ale Innos podpatrzył czyn Beliara i przemierzył Ziemię, by znaleźć człowieka. A gdy do niego przemówił, ten stał się jego sługą.
DIA_VATRAS_PREACH_05_10.WAV;5;Vatras;Bezimienny;Bezimienny;Innos tchnął w niego część swojej boskiej mocy, by mógł on naprawić szkody wyrządzone przez Beliara.
DIA_VATRAS_PREACH_05_11.WAV;5;Vatras;Bezimienny;Bezimienny;Tedy zwrócił się Beliar do innej istoty, ale Adanos zesłał potężną falę, która zmyła ją z powierzchni Ziemi.
DIA_VATRAS_PREACH_05_12.WAV;5;Vatras;Bezimienny;Bezimienny;Ale wraz z nią odeszły także drzewa i zwierzęta, więc Adanos wielce się zasmucił.
DIA_VATRAS_PREACH_05_13.WAV;5;Vatras;Bezimienny;Bezimienny;I rzekł wreszcie do swych braci: nigdy więcej nie postanie wasza noga na mojej Ziemi. Bo jest ona święta i pozostanie taką na wieki.
DIA_VATRAS_PREACH_05_14.WAV;5;Vatras;Bezimienny;Bezimienny;Ale człowiek i bestia nie zaprzestali wojny na Ziemi Adanosa, i płonął w nich gniew ich bogów.
DIA_VATRAS_PREACH_05_15.WAV;5;Vatras;Bezimienny;Bezimienny;A człowiek pokonał bestię, która wróciła do królestwa Beliara.
DIA_VATRAS_PREACH_05_16.WAV;5;Vatras;Bezimienny;Bezimienny;I zobaczył Adanos, że prysła równowaga między Ładem i Chabasem, i zaklął Innosa, by ten odebrał człowiekowi swą boską moc.
DIA_VATRAS_PREACH_05_17.WAV;5;Vatras;Bezimienny;Bezimienny;A Innos, w swej mądrości, tak uczynił.
DIA_VATRAS_PREACH_05_18.WAV;5;Vatras;Bezimienny;Bezimienny;Ale Adanos obawiał się, że pewnego dnia bestia powróci na Ziemię.
DIA_VATRAS_PREACH_05_19.WAV;5;Vatras;Bezimienny;Bezimienny;Dlatego uprosił Innosa, by ten zostawił część swej mocy na Ziemi, aby pewnego dnia przywrócić ją człowiekowi.
DIA_VATRAS_PREACH_05_20.WAV;5;Vatras;Bezimienny;Bezimienny;A Innos, w swej mądrości, tak uczynił.
DIA_ADDON_BL_BDT_1_CHEF_15_00.WAV;15;Bl;Bezimienny;Bl;Kto tu jest szefem?
DIA_ADDON_BL_BDT_1_CHEF_01_01.WAV;1;Bl;Bl;Bezimienny;Przywódcy przychodzą i odchodzą... Trudno ich zliczyć.
DIA_ADDON_BL_BDT_1_CHEF_01_02.WAV;1;Bl;Bl;Bezimienny;Chyba naszym nowym szefem jest Thorus.
DIA_ADDON_BL_BDT_1_CHEF_01_03.WAV;1;Bl;Bl;Bezimienny;Naszym nowym przywódcą jest Kruk. On nas tu doprowadził i założył nasz obóz.
DIA_ADDON_BL_BDT_1_CHEF_01_04.WAV;1;Bl;Bl;Bezimienny;Sprawuje kontrolę nad kopalnią, bo inaczej te psy dawno pozabijałyby się o złoto.
DIA_ADDON_BL_BDT_1_LAGER_15_00.WAV;15;Bl;Bezimienny;Bl;Co wiesz o obozie?
DIA_ADDON_BL_BDT_1_LAGER_01_01.WAV;1;Bl;Bl;Bezimienny;Gdy stało się jasne, że jest tu kopalnia złota, te szczury wyrzynały się aż miło.
DIA_ADDON_BL_BDT_1_LAGER_01_02.WAV;1;Bl;Bl;Bezimienny;Wtedy Kruk zabił najgorszych z nich, a resztę wyrzucił z kopalni.
DIA_ADDON_BL_BDT_1_LAGER_01_03.WAV;1;Bl;Bl;Bezimienny;Od tamtej pory nikomu nie wolno wchodzić na górny obszar. A więźniów zapędził do pracy w kopalni.
DIA_ADDON_BL_BDT_1_LAGER2_15_00.WAV;15;Bl;Bezimienny;Bl;Co wiesz o obozie?
DIA_ADDON_BL_BDT_1_LAGER2_01_01.WAV;1;Bl;Bl;Bezimienny;Jeżeli kogoś zaatakujesz, WSZYSCY będą cię ścigać.
DIA_ADDON_BL_BDT_1_LAGER2_01_02.WAV;1;Bl;Bl;Bezimienny;No chyba że masz dobry powód, żeby się do kogoś dobrać. Wtedy nikt nie będzie się wtrącać.
DIA_ADDON_BL_BDT_1_NEWS_15_00.WAV;15;Bl;Bezimienny;Bl;Co nowego?
DIA_ADDON_BL_BDT_1_NEWS_01_01.WAV;1;Bl;Bl;Bezimienny;Kruk nie żyje. Co my teraz zrobimy?
DIA_ADDON_BL_BDT_1_NEWS_01_02.WAV;1;Bl;Bl;Bezimienny;Piraci nie chcą już wozić nas na stały ląd, bo nie dostali wynagrodzenia za ostatnie wycieczki.
DIA_ADDON_BL_BDT_1_NEWS_01_03.WAV;1;Bl;Bl;Bezimienny;Powinniśmy wbić jednego czy dwóch na pal, wtedy reszta na pewno zmieni zdanie.
DIA_ADDON_BL_BDT_1_SKLAVEN_15_00.WAV;15;Bl;Bezimienny;Bl;Co wiesz o więźniach?
DIA_ADDON_BL_BDT_1_SKLAVEN_01_01.WAV;1;Bl;Bl;Bezimienny;Kruk chce, żeby coś wykopali. Najpierw zmusił do tego bandytów, ale zbyt wielu z nich oszalało.
DIA_ADDON_BL_BDT_1_SKLAVEN_01_02.WAV;1;Bl;Bl;Bezimienny;Dlatego zaprzągł więźniów - nawet gdy zginą, nie ma to znaczenia.
DIA_ADDON_BL_BDT_1_SKLAVEN_15_03.WAV;15;Bl;Bezimienny;Bl;Co Kruk chce wykopać?
DIA_ADDON_BL_BDT_1_SKLAVEN_01_04.WAV;1;Bl;Bl;Bezimienny;Nie mam pojęcia, ale wygląda na to, że to coś więcej niż złoto.
DIA_ADDON_BL_BDT_13_CHEF_15_00.WAV;15;Bl;Bezimienny;Bl;Kto tu jest szefem?
DIA_ADDON_BL_BDT_13_CHEF_13_01.WAV;13;Bl;Bl;Bezimienny;Nasz wspaniały przywódca Thorus. Dzięki niemu wszyscy będziemy bogaci.
DIA_ADDON_BL_BDT_13_CHEF_13_02.WAV;13;Bl;Bl;Bezimienny;Nasz wspaniały przywódca.... Eee... Nie mam pojęcia...
DIA_ADDON_BL_BDT_13_CHEF_13_03.WAV;13;Bl;Bl;Bezimienny;Nasz wspaniały przywódca, Kruk. Dzięki niemu wszyscy będziemy bogaci.
DIA_ADDON_BL_BDT_13_LAGER_15_00.WAV;15;Bl;Bezimienny;Bl;Co wiesz o obozie?
DIA_ADDON_BL_BDT_13_LAGER_13_01.WAV;13;Bl;Bl;Bezimienny;Porozmawiaj ze Snafem, jeśli chcesz się czegoś dowiedzieć. Ten spasiony kucharz sporo wie.
DIA_ADDON_BL_BDT_13_LAGER_13_02.WAV;13;Bl;Bl;Bezimienny;Jeśli chcesz coś kupić, poszukaj Fiska. On może załatwić niemal wszystko...
DIA_ADDON_BL_BDT_13_NEWS_15_00.WAV;15;Bl;Bezimienny;Bl;Co nowego?
DIA_ADDON_BL_BDT_13_NEWS_13_01.WAV;13;Bl;Bl;Bezimienny;Kruk nie żyje. Teraz NIGDY nie wydostaniemy się z tej wyspy.
DIA_ADDON_BL_BDT_13_NEWS_13_02.WAV;13;Bl;Bl;Bezimienny;Piraci postawili żagle i zwiali.
DIA_ADDON_BL_BDT_13_NEWS_13_03.WAV;13;Bl;Bl;Bezimienny;Na plaży zostało tylko paru idiotów, którzy nie mają nawet porządnego statku.
DIA_ADDON_BL_BDT_13_NEWS_13_04.WAV;13;Bl;Bl;Bezimienny;Nawet Beliar nie wie, jak można się wydostać z tej wyspy.
DIA_ADDON_BL_BDT_13_GOLD_15_00.WAV;15;Bl;Bezimienny;Bl;Jak można się szybko wzbogacić?
DIA_ADDON_BL_BDT_13_GOLD_13_01.WAV;13;Bl;Bl;Bezimienny;Dobre pytanie. Czyż nie po to wszyscy tu jesteśmy?
DIA_ADDON_BL_BDT_13_GOLD_13_02.WAV;13;Bl;Bl;Bezimienny;Zdobądź czerwony kamień i daj go Thorusowi, a będziesz mógł wejść do kopalni.
DIA_ADDON_BL_BDT_13_GOLD_13_03.WAV;13;Bl;Bl;Bezimienny;Żarty sobie stroisz? Spadaj!
DIA_ADDON_BL_BDT_13_GOLD_13_04.WAV;13;Bl;Bl;Bezimienny;Koniec z uprzejmościami!
DIA_ADDON_SKLAVEN_3_STANDARD_03_00.WAV;3;Sklaven;Sklaven;Bezimienny;Czego ode mnie chcesz? Odejdź!
DIA_ADDON_SKLAVEN_3_STANDARD_03_01.WAV;3;Sklaven;Sklaven;Bezimienny;Nic nie zrobiłem! Zostaw mnie w spokoju.
DIA_ADDON_SKLAVEN_3_STANDARD_03_02.WAV;3;Sklaven;Sklaven;Bezimienny;Proszę, nie bij mnie!
DIA_ADDON_TAL_BDT_1_HI_15_00.WAV;15;Tal;Bezimienny;Tal;Co słychać?
DIA_ADDON_TAL_BDT_1_HI_01_01.WAV;1;Tal;Tal;Bezimienny;Poczekam, aż poproszą o nowego, a wtedy będzie moja kolej.
DIA_ADDON_TAL_BDT_1_HI_01_02.WAV;1;Tal;Tal;Bezimienny;Z tych wszystkich ludzi na zewnątrz tylko Franko wchodzi do środka.
DIA_ADDON_TAL_BDT_1_HI_01_03.WAV;1;Tal;Tal;Bezimienny;Teraz, gdy Franko nie żyje, powinienem mieć większe szanse.
DIA_ADDON_TAL_BDT_1_LAGER_15_00.WAV;15;Tal;Bezimienny;Tal;Co możesz mi powiedzieć o obozowisku?
DIA_ADDON_TAL_BDT_1_LAGER_01_01.WAV;1;Tal;Tal;Bezimienny;Uważaj, z kim zadzierasz! Jeżeli zaczniesz bójkę bez powodu, wszyscy zwrócą się przeciwko tobie!
DIA_ADDON_TAL_BDT_1_LAGER_01_02.WAV;1;Tal;Tal;Bezimienny;Większość z nich nie chce stracić swojego złota - dlatego chronią się nawzajem.
DIA_ADDON_TAL_BDT_1_RAVEN_15_00.WAV;15;Tal;Bezimienny;Tal;Co wiesz o Kruku?
DIA_ADDON_TAL_BDT_1_RAVEN_01_01.WAV;1;Tal;Tal;Bezimienny;To gość, który jako pierwszy przybył tu ze swoimi chłopcami.
DIA_ADDON_TAL_BDT_1_RAVEN_01_02.WAV;1;Tal;Tal;Bezimienny;To przywódca obozu. Lepiej z nim nie zadzieraj.
DIA_ADDON_TAL_BDT_1_RAVEN_01_03.WAV;1;Tal;Tal;Bezimienny;Kiedyś przyjęli pięciu nowych, bo wyładował gniew na swoich ludziach.
DIA_ADDON_TAL_BDT_13_HI_15_00.WAV;15;Tal;Bezimienny;Tal;Co słychać?
DIA_ADDON_TAL_BDT_13_HI_13_01.WAV;13;Tal;Tal;Bezimienny;Pożre cię jakaś bestia albo skończysz w brzuchu jakiegoś bydlęcia.
DIA_ADDON_TAL_BDT_13_HI_13_02.WAV;13;Tal;Tal;Bezimienny;To bagno będzie naszym grobem...
DIA_ADDON_TAL_BDT_13_TAL_15_00.WAV;15;Tal;Bezimienny;Tal;Co wiesz o tej dolinie?
DIA_ADDON_TAL_BDT_13_TAL_13_01.WAV;13;Tal;Tal;Bezimienny;Pełno w niej starych rzeczy. Kruk kazał nam wszystko zbierać.
DIA_ADDON_TAL_BDT_13_TAL_13_02.WAV;13;Tal;Tal;Bezimienny;Nie mam pojęcia, po co mu to, ale nikt przy zdrowych zmysłach nie będzie nadstawiał karku za parę kamyków...
DIA_ADDON_TAL_BDT_13_NEWS_15_00.WAV;15;Tal;Bezimienny;Tal;Co nowego?
DIA_ADDON_TAL_BDT_13_NEWS_13_01.WAV;13;Tal;Tal;Bezimienny;Poprztykaliśmy się z piratami.
DIA_ADDON_TAL_BDT_13_NEWS_13_02.WAV;13;Tal;Tal;Bezimienny;Dostarczali nam więźniów, ale nie dostali za to złamanego miedziaka. Nic dziwnego, że są wściekli.
DIA_ADDON_TAL_BDT_13_NEWS_13_03.WAV;13;Tal;Tal;Bezimienny;Ale co mogą zrobić? Zaatakować obóz?
DIA_BAU_1_JOIN_15_00.WAV;15;Bau;Bezimienny;Bau;Powiedz mi coś więcej o tych najemnikach!
DIA_BAU_1_JOIN_01_01.WAV;1;Bau;Bau;Bezimienny;Najlepiej, żebyś ich omijał szerokim łukiem. To moja jedyna rada.
DIA_BAU_1_JOIN_01_02.WAV;1;Bau;Bau;Bezimienny;Wystarczy, że któremuś nie spodoba się twoja gęba i dostaniesz w nos bez ostrzeżenia.
DIA_BAU_1_JOIN_01_03.WAV;1;Bau;Bau;Bezimienny;Jasne, zawsze możesz o tym donieść Lee, ale nos i tak nie będzie już taki jak kiedyś.
DIA_BAU_1_PEOPLE_15_00.WAV;15;Bau;Bezimienny;Bau;Kto tu rządzi?
DIA_BAU_1_PEOPLE_01_01.WAV;1;Bau;Bau;Bezimienny;To farma Onara i on podejmuje tu wszystkie ważne decyzje.
